Grid Location,Raw Volume,Raw Volume,Raw Volume Avg.,Raw Volume,Raw Volume,Raw Volume Avg.,Raw Volume,Raw Volume,Raw Volume Avg.,Raw Volume,Raw Volume,Raw Volume Avg.,UniGene,Gene Name
GRID-   2-R11C1,8690.18,10235.9,9463.04,8048.59,6662.87,7355.73,9468.41,8489.41,8978.91,7753.42,8264.42,8008.92,Hs.198951,JunBproto-oncogene
GRID-   2-R11C2,9437.67,10103.14,9770.405,10114.74,6568.72,8341.73,8085.4,8766.78,8426.09,8007.27,7543.28,7775.275,Hs.226795,Glutathione-S-transferasepi-1
GRID-   2-R11C3,9982.38,9623.83,9803.105,10778.93,6838.33,8808.63,9791.24,9451.07,9621.155,8453.59,9914.38,9183.985,Hs.79350,RYKreceptor-liketyrosinekinase
GRID-   2-R11C4,8489.39,10878.93,9684.16,8159.59,5923.28,7041.435,9089.63,9362.97,9226.3,8464.93,8860.17,8662.55,Hs.11465,rat CHAT PCR replacement 
GRID-   2-R11C5,7834.87,9206,8520.435,6824.23,5783.58,6303.905,8727.34,7730.65,8228.995,7744.78,8571.33,8158.055,Hs.2490,INTERLEUKIN-1BETACONVERTASE
GRID-   2-R11C6,8384.05,10923.65,9653.85,7666.36,6244.97,6955.665,8632.37,8577.64,8605.005,7555.69,7978.5,7767.095,Hs.3446,DUALSPECIFICITYMITOGEN-ACTIVATEDPROTEINKINASEKINASE1
GRID-   2-R11C7,9197.71,11210.25,10203.98,8169.29,6573.38,7371.335,9606.24,8255.59,8930.915,8811.13,8411.41,8611.27,Hs.349109,Insulin-likegrowthfactor2(somatomedinA)
GRID-   2-R11C8,14500.8,16543.47,15522.135,12608.79,11840.15,12224.47,15169.97,14008.1,14589.035,20676.04,14108.52,17392.28,Hs.296348,DihydrolipoamideS-succinyltransferase(E2componentof2-oxo-glutaratecomplex)
GRID-   2-R11C9,8497.13,11750.2,10123.665,7926.86,6297.31,7112.085,10025.69,9350.83,9688.26,8248.67,9796.78,9022.725,Hs.83169,Matrix metalloproteinase 1 (interstitial collagenase)
GRID-   2-R11C10,9694.75,11153.03,10423.89,9014.76,8053.58,8534.17,10538.63,9472.71,10005.67,9688.81,10130.09,9909.45,Hs.35974,PDZ domain protein
GRID-   2-R11C11,22991.84,20802.34,21897.09,22032.19,20369.21,21200.7,22439.44,24897.85,23668.645,22732.67,25966.07,24349.37,Hs.75318,"tubulin, alpha 1"
GRID-   2-R11C12,8827.17,8878.3,8852.735,8415.87,6273.21,7344.54,9009.48,9107.29,9058.385,8876.77,8984.26,8930.515,Hs.333997,Br-cadherin 
GRID-   2-R12C1,8496.68,9821.85,9159.265,7930.07,6217.21,7073.64,8698.44,8219.01,8458.725,7948.03,8941.26,8444.645,Hs.1298,"Membranemetallo-endopeptidase(neutralendopeptidase,enkephalinase,CALLA,CD10)"
GRID-   2-R12C2,9385.96,12280.18,10833.07,9105.1,7273.1,8189.1,9877.46,9863.91,9870.685,8544.45,9453.5,8998.975,Hs.44532,diubiquitin
GRID-   2-R12C3,22043.49,25602.19,23822.84,22503.02,23748.2,23125.61,26068.99,26866.32,26467.655,24197.79,27773.26,25985.525,Hs.82527,"Sialyltransferase8(alpha-N-acetylneuraminate:alpha-2,8-sialytransferase,GD3synthase)"
GRID-   2-R12C4,13412.31,12849.98,13131.145,11778.88,8549.32,10164.1,12752.6,13021.88,12887.24,11116.84,12360.12,11738.48,Hs.173381,"dihydropyrimidinaserelatedprotein-2,completecds"
GRID-   2-R12C5,7845.43,11149,9497.215,8589.69,7245.46,7917.575,10622.3,8480.69,9551.495,14171.43,9902.51,12036.97,Hs.162,Insulin-likegrowthfactorbindingprotein2(36kD)
GRID-   2-R12C6,8477.14,12627.47,10552.305,7962.76,6227,7094.88,10141.95,7805.7,8973.825,8302,8237.74,8269.87,Hs.77432,Epidermalgrowthfactorreceptor
GRID-   2-R12C7,9360.27,17682.41,13521.34,8706.13,6376.57,7541.35,9644.71,8858.26,9251.485,8692.2,9368.4,9030.3,Hs.75217,JNKACTIVATINGKINASE1
GRID-   2-R12C8,11919.02,18923.49,15421.255,13008.13,10495.02,11751.575,14275.44,13423.93,13849.685,16808.91,13180.35,14994.63,Hs.758,GTPase-activatingproteinrasp21(RASA)
GRID-   2-R12C9,10218.9,11073.21,10646.055,10062.46,7279.16,8670.81,10845.51,12298.05,11571.78,9881.83,9775.83,9828.83,Hs.173902,"PROTEIN PHOSPHATASE PP2A, 65KD REGULATORY SUBUNIT, ALPHA ISOFORM"
GRID-   2-R12C10,8358.69,9457.02,8907.855,8256.95,6367.77,7312.36,9444,8902.18,9173.09,7750.95,7655.96,7703.455,Hs.63984,H-cadherin  
GRID-   2-R12C11,8873.07,9722.01,9297.54,9889.82,7367.22,8628.52,11376.13,9021.51,10198.82,8728.29,9413.61,9070.95,Hs.1288,"Actin, alpha1, skeletal muscle"
GRID-   2-R12C12,9555.96,9860.62,9708.29,11003.45,8659.47,9831.46,11196.9,10542.07,10869.485,10927.7,12047.42,11487.56,Hs.167464,N-methyl-D-aspartate receptor modulatory subunit 2A (hNR2A)  
GRID-   3-R1C1,7354.62,9350.46,8352.54,6528.15,7080.73,6804.44,9069.89,8565.08,8817.485,7081.46,7628.5,7354.98,Hs.23994,activintypeIIreceptor
GRID-   3-R1C2,9101.64,9155.26,9128.45,8430.82,8049.18,8240,11737.05,10238.7,10987.875,8849.71,9353.56,9101.635,Hs.75297,Fibroblastgrowthfactor1(acidic){alternativeproducts}
GRID-   3-R1C3,7889.67,9423.55,8656.61,7971.02,7076.67,7523.845,11315.43,9728.57,10522,8460.36,7787.73,8124.045,Hs.323910,V-erb-b2avianerythroblasticleukemiaviraloncogenehomolog2(neuro/glioblastomaderivedoncogenehomolog)
GRID-   3-R1C4,9198.16,9225.61,9211.885,7591.39,7681.86,7636.625,11160.1,9612.3,10386.2,8884.78,8398.08,8641.43,Hs.62,"Proteintyrosinephosphatase,non-receptortype12"
GRID-   3-R1C5,7785.45,10108.96,8947.205,8574.67,7190.42,7882.545,9870.05,9551.04,9710.545,7443.97,8766.76,8105.365,Hs.119516,"ESTs,Highlysimilartophosphoinositide3-kinase[]"
GRID-   3-R1C6,8120.43,10023.27,9071.85,8130.56,7527.64,7829.1,9579.99,10841.78,10210.885,7674.24,8859.78,8267.01,Hs.59191,"ESTs,Weaklysimilartosynaptogyrin[R.norvegicus]"
GRID-   3-R1C7,10145.3,10816.59,10480.945,9516.05,7714.62,8615.335,11509.1,11049.77,11279.435,9234.68,11874.25,10554.465,Hs.1119,Hormonereceptor(growthfactor-induciblenuclearproteinN10)
GRID-   3-R1C8,9006.21,11432.37,10219.29,8381.3,7623.69,8002.495,10472.42,9324.06,9898.24,8203.49,9825.97,9014.73,Hs.89506,"Pairedboxhomeoticgene6(aniridia,keratitis)"
GRID-   3-R1C9,14191.31,16730.65,15460.98,12616.84,14147.35,13382.095,15358.68,14867.57,15113.125,13378.6,13690.79,13534.695,Hs.126256,"Interleukin1,beta"
GRID-   3-R1C10,17174.91,19163.44,18169.175,15067.28,15157.54,15112.41,17529.21,18835.74,18182.475,15509.5,17749.97,16629.735,Hs.105090,"ESTs,ModeratelysimilartoproteinkinaseC[]"
GRID-   3-R1C11,9042.41,12014.2,10528.305,7471.66,8419.44,7945.55,11405.78,10910.36,11158.07,8928.14,11893.3,10410.72,Hs.373496 ,"ESTs,HighlysimilartoANKYRIN,BRAINVARIANT2[]"
GRID-   3-R1C12,8201.05,10172.47,9186.76,6351.31,6597.53,6474.42,9241.18,9651.73,9446.455,7305.99,9815.04,8560.515,Hs.43149,"ESTs,Weaklysimilartoneurodegeneration-associatedprotein1[R.norvegicus]"
GRID-   3-R2C1,8947.33,9330.43,9138.88,6571.71,6519.66,6545.685,9762.02,9187.59,9474.805,8698.47,8442.87,8570.67,Hs.11669,lamininalpha5chain
GRID-   3-R2C2,8559.98,9149.97,8854.975,8326.66,7848.47,8087.565,13064.06,9282.32,11173.19,9111.94,8747.56,8929.75,Hs.1420,"Fibroblastgrowthfactorreceptor3(achondroplasia,thanatophoricdwarfism)"
GRID-   3-R2C3,7814.49,10113.34,8963.915,7400.35,7084.46,7242.405,11098.26,10743.92,10921.09,7916.27,7430.56,7673.415,Hs.1334,V-mybavianmyeloblastosisviraloncogenehomolog-like2
GRID-   3-R2C4,8937.74,9792.95,9365.345,8290.09,6772.71,7531.4,10064.36,9479.09,9771.725,8962.29,9091.73,9027.01,Hs.78867,"Proteintyrosinephosphatase,receptor-type,zetapolypeptide1"
GRID-   3-R2C5,8189.55,9441.07,8815.31,8499.87,6005.17,7252.52,9921.23,8751.53,9336.38,7750,8551.09,8150.545,Hs.6608,"ESTs,ModeratelysimilartoTGF-betasuperfamilyprotein[]"
GRID-   3-R2C6,9094.55,10343.86,9719.205,7333.08,7909.37,7621.225,11204.4,8847.26,10025.83,8067.43,9429.64,8748.535,Hs.133475,ESTs
GRID-   3-R2C7,8090.19,9802.33,8946.26,7614.71,6901.08,7257.895,10328,9308.12,9818.06,8531.03,9202.3,8866.665,Hs.94234,ESTs
GRID-   3-R2C8,8900.52,11152.87,10026.695,8027.72,7319.19,7673.455,10255.9,9585.71,9920.805,8030.11,9974.38,9002.245,Hs.86978,Prolylendopeptidase
GRID-   3-R2C9,11746.75,13640.73,12693.74,10689.75,10470.08,10579.915,14030.68,12520.84,13275.76,11055.32,12229.18,11642.25,Hs.1475,"Tubulin,gammapolypeptide"
GRID-   3-R2C10,10311.78,12387.31,11349.545,9182.62,9574.96,9378.79,13137.99,13730.25,13434.12,10331.15,11310.99,10821.07,Hs.58069,"ESTs,ModeratelysimilartotypeIIcAMP-dependentproteinkinaseRIIanchoringprotein[]"
GRID-   3-R2C11,10723.33,14660.4,12691.865,9616.45,10576.52,10096.485,13617.13,13573.35,13595.24,12191.65,13185.95,12688.8,Hs.64746,"ESTs,HighlysimilartoCHLORINECHANNELPROTEINP64[Bostaurus]"
GRID-   3-R2C12,10515.9,14217.44,12366.67,8733.57,10244.3,9488.935,12663.21,12567.36,12615.285,10430.33,12271.64,11350.985,Hs.104576,"chondroitin-6-sulfotransferasemRNA,completecds"
GRID-   3-R3C1,8075.9,11940.4,10008.15,7753.87,6124.23,6939.05,9484.34,8809.62,9146.98,7789.88,8020.73,7905.305,Hs.32971,phosphatidylinositol3-kinase
GRID-   3-R3C2,8373.86,8555.96,8464.91,8011.07,7267.4,7639.235,12704.4,8625.23,10664.815,7997.34,7968.02,7982.68,Hs.78,"GA-bindingproteintranscriptionfactor,alphasubunit(60kD)"
GRID-   3-R3C3,10115.59,11691.17,10903.38,10926.81,9684.22,10305.515,13346.93,11357.69,12352.31,10729.6,10584.34,10656.97,Hs.81972,V-skiaviansarcomaviraloncogenehomolog
GRID-   3-R3C4,9694.04,9726.96,9710.5,8411.27,7008.31,7709.79,10476.33,9896.46,10186.395,8027.1,8373.88,8200.49,Hs.865,"RAP1A,memberofRASoncogenefamily"
GRID-   3-R3C5,7744.57,9207.66,8476.115,8117.38,6393.93,7255.655,9722.78,7656.01,8689.395,7168.87,6914.93,7041.9,Hs.52583,"ESTs,WeaklysimilartoBRAINPROTEINH5[Musmusculus]"
GRID-   3-R3C6,9040.35,10397.19,9718.77,7711.07,6673.14,7192.105,9988.56,8265.24,9126.9,8065.8,8020.25,8043.025,Hs.94300,ESTs
GRID-   3-R3C7,9415.03,11697.78,10556.405,9339.03,6462.18,7900.605,13055.07,14176.04,13615.555,11627.42,12007.9,11817.66,Hs.16232,ESTs
GRID-   3-R3C8,10975.63,13025.42,12000.525,8517.73,10320.9,9419.315,10001.17,11193.42,10597.295,9732.01,11609.76,10670.885,Hs.75256,RegulatorofG-proteinsignalling1
GRID-   3-R3C9,50147.45,50797.04,50472.245,42588.62,40763.32,41675.97,47036.85,43588.59,45312.72,46613.79,49423.78,48018.785,Hs.80667,ESTs
GRID-   3-R3C10,31453.86,37681.38,34567.62,29071.91,27066.2,28069.055,31354.83,31522.05,31438.44,30943.99,30895.6,30919.795,Hs.70669,"ESTs,WeaklysimilartoBRAINNEURONCYTOPLASMICPROTEIN1[]"
GRID-   3-R3C11,8571.03,12388.54,10479.785,8151.66,7599.39,7875.525,10818.37,11623.82,11221.095,9362.44,10049.49,9705.965,Hs.93941,"ESTs,HighlysimilartoGAMMA-AMINOBUTYRIC-ACIDRECEPTORALPHA-2SUBUNIT[Bostaurus]"
GRID-   3-R3C12,7168.21,10618.95,8893.58,6458.08,7155.73,6806.905,8880.36,8769.76,8825.06,7839.88,7823.14,7831.51,Hs.372587,putativeGTP-bindingprotein
GRID-   3-R4C1,7965.16,9116.87,8541.015,8209.4,7229.39,7719.395,11319.05,8950.8,10134.925,8528.08,8687.19,8607.635,Hs.288654,Hippocalcin
GRID-   3-R4C2,9093.5,10201.51,9647.505,8118.81,7202.89,7660.85,10836.89,8096.03,9466.46,9333.85,8422.72,8878.285,Hs.765,GATA-bindingprotein1(globintranscriptionfactor1)
GRID-   3-R4C3,8416.67,10326.13,9371.4,8973.96,7791.25,8382.605,11232.18,8665.52,9948.85,8721.31,8778.38,8749.845,Hs.460,Activatingtranscriptionfactor3
GRID-   3-R4C4,11424.29,13951.83,12688.06,11513.78,8906.01,10209.895,11709.72,11105.43,11407.575,10438.79,10116.87,10277.83,Hs.45002,Ras-relatedC3botulinumtoxinsubstrate2
GRID-   3-R4C5,9249.49,9667.93,9458.71,7984.44,6817.92,7401.18,10631.31,8393.28,9512.295,8298.5,7922.27,8110.385,Hs.33403,"ESTs,WeaklysimilartoPRESYNAPTICDENSITYPROTEIN95[Rattusnorvegicus]"
GRID-   3-R4C6,10029.34,11850.75,10940.045,9589.25,16691.27,13140.26,10630.82,9751.51,10191.165,9401.89,8747.49,9074.69,Hs.38772,ESTs
GRID-   3-R4C7,7451.82,11219.75,9335.785,7664.19,6344.55,7004.37,9481.69,9083.8,9282.745,7841.82,9311.56,8576.69,Hs.33059,"ESTs,HighlysimilartoCALCIUM/CALMODULIN-DEPENDENTPROTEINKINASEGR[Rattusnorvegicus]"
GRID-   3-R4C8,9450,12899.55,11174.775,8373.98,7976.27,8175.125,10418.62,9926.4,10172.51,10022.6,11086.3,10554.45,Hs.119301,EMPTY
GRID-   3-R4C9,15632.87,19096.56,17364.715,13346.8,14863.14,14104.97,17092.63,19046.31,18069.47,15415.83,16914.72,16165.275,Hs.7510,ESTs
GRID-   3-R4C10,11504.21,13824.56,12664.385,10247.51,9649.19,9948.35,13348.82,13511.66,13430.24,11626.59,12006.86,11816.725,Hs.98764,"ESTs,Weaklysimilartoactingamma[]"
GRID-   3-R4C11,9157.16,11629.27,10393.215,7757.41,7654.6,7706.005,10337.81,10022.17,10179.99,9671.71,9821.96,9746.835,Hs.58116,"ESTs,HighlysimilartoHOMEOBOXPROTEINHOX-A2[Rattusnorvegicus]"
GRID-   3-R4C12,7640.91,10812.77,9226.84,7351.34,7374.07,7362.705,9877.94,9053.94,9465.94,9279.47,8678.8,8979.135,Hs.57687,"skeletalmuscleLIM-proteinFHL3mRNA,completecds"
GRID-   3-R5C1,8607.96,8139.99,8373.975,7455.41,6337.69,6896.55,9610.39,8360.96,8985.675,7689.67,7997.68,7843.675,Hs.22554,HomeoboxB5(2.1protein)
GRID-   3-R5C2,8223.17,10760.24,9491.705,8372.27,6849.75,7611.01,10099.31,8294.78,9197.045,8835.52,8548.48,8692,Hs.78978,GUANINENUCLEOTIDE-BINDINGPROTEINBETASUBUNIT-LIKEPROTEIN12.3
GRID-   3-R5C3,9578.39,11587.29,10582.84,8988.78,7762.35,8375.565,13298.87,8275.82,10787.345,9864.29,9299.78,9582.035,Hs.89578,BASICTRANSCRIPTIONFACTOR62KDSUBUNIT
GRID-   3-R5C4,32544.35,34647.1,33595.725,29108.98,28298.09,28703.535,29883.41,29818.27,29850.84,30623.69,31300.29,30961.99,Hs.21486,SIGNALTRANSDUCERANDACTIVATOROFTRANSCRIPTION1-ALPHA/BETA
GRID-   3-R5C5,8371.54,10990.51,9681.025,8859.01,6754.3,7806.655,11088.82,8383.24,9736.03,8030.2,8752.6,8391.4,Hs.15460,"ESTs,Weaklysimilartosimilartoadenylatecyclase[C.elegans]"
GRID-   3-R5C6,7903.43,10740.49,9321.96,8587.54,11238.44,9912.99,10801.43,8508.9,9655.165,8737.25,8445.07,8591.16,Hs.109743,"ESTs,HighlysimilartoCALCIUM/CALMODULIN-DEPENDENTPROTEINKINASETYPEIIDELTACHAIN[Rattusnorvegicus]"
GRID-   3-R5C7,7368.5,10178.57,8773.535,8129.58,6350.96,7240.27,10253.72,8024.43,9139.075,9237.07,8634.58,8935.825,Hs.374620,"ESTs,HighlysimilartoNEUROGENICLOCUSNOTCHHOMOLOGPROTEIN[Daniorerio]"
GRID-   3-R5C8,10756.17,12704.2,11730.185,9258.26,8797.98,9028.12,13815.39,12360.62,13088.005,10682.16,11440.83,11061.495,Hs.100000,EMPTY
GRID-   3-R5C9,12365.65,13266.1,12815.875,9345.48,8690.69,9018.085,12060.75,11716,11888.375,10620.98,11183.51,10902.245,Hs.30881,ESTs
GRID-   3-R5C10,9646.67,12184.73,10915.7,8473.31,8114.14,8293.725,9849.51,11765.33,10807.42,10403.29,10941,10672.145,Hs.108782,"ESTs,Weaklysimilartocontactinassociatedprotein[]"
GRID-   3-R5C11,29471.37,31633.41,30552.39,25660.18,24628.94,25144.56,29842.04,32598.51,31220.275,28986.81,29812.17,29399.49,Hs.171695,"ESTs,HighlysimilartoMAPKINASEPHOSPHATASE-1[]"
GRID-   3-R5C12,8368.65,12241.71,10305.18,8580.63,7475.87,8028.25,10861.26,9960.47,10410.865,8794.49,9537.3,9165.895,Hs.22985,"alpha2,8-sialyltransferasemRNA,completecds"
GRID-   3-R6C1,8062.13,8972.02,8517.075,7491.42,6159.19,6825.305,9636.37,8122.31,8879.34,7859.48,8670.63,8265.055,Hs.172471,"K+channelbeta-subunit(Kvb1.3)mRNA,completecds"
GRID-   3-R6C2,8102.13,9291.74,8696.935,7739.68,6540.42,7140.05,10370.33,7541.53,8955.93,8652.08,9124.93,8888.505,Hs.258561,GeneraltranscriptionfactorIIB
GRID-   3-R6C3,8910.76,9260.62,9085.69,8582.27,7150.8,7866.535,10563.65,7278.12,8920.885,7835.07,8602.54,8218.805,Hs.101025,Basictranscriptionfactor3
GRID-   3-R6C4,13517.48,15193.89,14355.685,13450.35,11053.47,12251.91,16697.36,12625.12,14661.24,12754.57,11940.53,12347.55,Hs.75283,Sortingnexin1
GRID-   3-R6C5,8136.88,10839.46,9488.17,8081.5,6500.77,7291.135,12899.41,7766.86,10333.135,10065.46,8505.56,9285.51,Hs.108043,Friendleukemiavirusintegration1
GRID-   3-R6C6,9700.5,12811.04,11255.77,9869.09,7780.29,8824.69,12142.67,9455.16,10798.915,9809.31,9855.17,9832.24,Hs.118329,"ESTs,HighlysimilartoGAMMA-AMINOBUTYRIC-ACIDRECEPTORDELTASUBUNIT[Rattusnorvegicus]"
GRID-   3-R6C7,9427.19,11859.55,10643.37,9232.6,6482.34,7857.47,10348.17,8437.74,9392.955,9087.16,9684.87,9386.015,Hs.109000,"ESTs,HighlysimilartoTGF-betasuperfamilyprotein[]"
GRID-   3-R6C8,10406.71,13722.25,12064.48,9884.06,9313.42,9598.74,13923.14,12016.78,12969.96,12078.77,13026.45,12552.61,Hs.5042,EMPTY
GRID-   3-R6C9,16371.22,19320.87,17846.045,14677.24,13294.6,13985.92,15866.64,16418.3,16142.47,14752.19,16439.59,15595.89,Hs.15767,ESTs
GRID-   3-R6C10,8877.41,12047.04,10462.225,8463.88,7249.36,7856.62,10244.71,10694.71,10469.71,9226.3,12945.16,11085.73,Hs.67902,"ESTs,Weaklysimilartoepidermalgrowthfactorreceptorkinasesubstrate[]"
GRID-   3-R6C11,9785.25,12229.42,11007.335,8461.71,8375.64,8418.675,11764.86,12529.27,12147.065,10356.65,24436.29,17396.47,Hs.70943,"ESTs,HighlysimilartoPOSSIBLEGLOBALTRANSCRIPTIONACTIVATORSNF2L1[]"
GRID-   3-R6C12,7730.88,11503.06,9616.97,6895.97,6554.79,6725.38,9626.54,9520.15,9573.345,8536.8,9355.26,8946.03,Hs.50722,"KIAA0334gene,completecds"
GRID-   3-R7C1,8161.41,9707.98,8934.695,8283.28,5837,7060.14,8549.89,8403.9,8476.895,8611.97,8440.03,8526,Hs.1103,TRANSFORMINGGROWTHFACTORBETA1
GRID-   3-R7C2,7774.18,9587.87,8681.025,7631.1,6731.3,7181.2,9751.28,7466.63,8608.955,8815.11,8200.06,8507.585,Hs.91448,MAPKINASEPHOSPHATASE-1
GRID-   3-R7C3,7927.64,8863.45,8395.545,7879.32,5782.27,6830.795,9615.57,6619.84,8117.705,8454.7,8104.23,8279.465,Hs.89616,"proteinkinaseC-L(PRKCL)mRNA,completecds"
GRID-   3-R7C4,10025.53,13425.4,11725.465,7579.07,7315.58,7447.325,11218.27,9444.82,10331.545,9837.18,10153.82,9995.5,Hs.34606,"HLAclassIIIregioncontainingNOTCH4gene,partialsequence,homeoboxPBX2(HPBX)gene,receptorforadvancedglycosylationendproducts(RAGE)gene,completecds,and6unidentifiedcds"
GRID-   3-R7C5,10210.97,13354.21,11782.59,8978.92,8359.07,8668.995,18385.38,9168.11,13776.745,9931.93,10221.47,10076.7,Hs.77500,"ubiquitinprotease(Unph)proto-oncogenemRNA,completecds"
GRID-   3-R7C6,13229.79,16798.65,15014.22,12130.33,11470.26,11800.295,13724.21,12400.67,13062.44,12134.66,12500.64,12317.65,Hs.77501,"beta-sarcoglycanA3bmRNA,completecds"
GRID-   3-R7C7,37053.33,42361.2,39707.265,33612.14,28464.61,31038.375,34792.16,34478.31,34635.235,34683.36,37697.42,36190.39,Hs.215595,"Guaninenucleotidebindingprotein(Gprotein),betapolypeptide1"
GRID-   3-R7C8,9326.85,12718.3,11022.575,9745.18,7193.4,8469.29,11902.85,9820.31,10861.58,10166.71,12216.54,11191.625,Hs.44313,V-relavianreticuloendotheliosisviraloncogenehomolog
GRID-   3-R7C9,11352.14,14666.84,13009.49,11047.39,9183.65,10115.52,14539.35,13216.49,13877.92,12335.61,14001.94,13168.775,Hs.89449,"proteinkinase(MLK-3)mRNA,completecds"
GRID-   3-R7C10,8128.9,10957.67,9543.285,7410.53,6301.81,6856.17,9496.64,9598.35,9547.495,8651.35,9750.15,9200.75,Hs.82587,"ARF-activatedphosphatidylcholine-specificphospholipaseD1a(hPLD1)mRNA,completecds"
GRID-   3-R7C11,8994.67,11754.54,10374.605,8208.93,6891.41,7550.17,11372.07,9852.29,10612.18,8588.5,10862.21,9725.355,Hs.3066,"GranzymeK(serineprotease,granzyme3)"
GRID-   3-R7C12,8982.77,12236.59,10609.68,8195.83,7432.58,7814.205,10524.34,10861.88,10693.11,10058.67,9942.73,10000.7,Hs.166172,Arylhydrocarbonreceptornucleartranslocator
GRID-   3-R8C1,8232.36,9679.57,8955.965,8554.72,6962.55,7758.635,9790.8,8128.26,8959.53,9319.97,8298.84,8809.405,Hs.83469,Transcriptionfactor11(basicleucinezippertype)
GRID-   3-R8C2,9297.55,12110.95,10704.25,8848.02,7950.49,8399.255,10807.71,7665.49,9236.6,13179.94,10067.18,11623.56,Hs.1494,Msh(Drosophila)homeoboxhomolog1(formerlyhomeobox7)
GRID-   3-R8C3,9274.03,10484.16,9879.095,7919.92,9272.22,8596.07,11478.75,7370.18,9424.465,8532.25,8546.39,8539.32,Hs.79005,"proteintyrosinephosphatasemRNA,completecds"
GRID-   3-R8C4,9046.51,11848.65,10447.58,8232.21,10074.02,9153.115,11005.56,8161.48,9583.52,9340.2,8911.82,9126.01,Hs.50895,HOX4Cahomeoboxprotein
GRID-   3-R8C5,8893.95,12962.92,10928.435,8777.68,7685.41,8231.545,11451.86,9700.59,10576.225,8479.49,9488.08,8983.785,Hs.75339,Inositolpolyphosphatephosphatase-likeprotein1(51Cprotein)
GRID-   3-R8C6,12485.26,18268.89,15377.075,12575.36,11534.05,12054.705,16668.68,12383.64,14526.16,12883.41,13306.49,13094.95,Hs.20313,"celladhesionkinasebeta(CAKbeta)mRNA,completecds"
GRID-   3-R8C7,34343.16,38804.04,36573.6,30226.49,29042.3,29634.395,34362.07,36846.8,35604.435,34659.1,36545.31,35602.205,Hs.84928,CAAT-boxDNAbindingproteinsubunitB(NF-YB)
GRID-   3-R8C8,10513.88,13392.6,11953.24,9428.34,7451.42,8439.88,18764.57,16706.17,17735.37,16403.5,17845.69,17124.595,Hs.83758,CDC28proteinkinase2
GRID-   3-R8C9,11487.65,15342.37,13415.01,10526.78,9460.34,9993.56,12365.19,11936.4,12150.795,11715.87,12190.99,11953.43,Hs.41688,"protein-tyrosinephosphatasemRNA,completecds"
GRID-   3-R8C10,31217.46,33382.21,32299.835,27897.45,22143.2,25020.325,34805.23,33681,34243.115,32873.34,34658.91,33766.125,Hs.82105,"GTPbindingprotein(ARL3)mRNA,completecds"
GRID-   3-R8C11,12685.04,15124.38,13904.71,11884.93,9316.58,10600.755,18097.35,14888.46,16492.905,13541.63,13222,13381.815,Hs.51147,"Guaninenucleotidebindingprotein(Gprotein),alphatransducingactivitypolypeptide1"
GRID-   3-R8C12,8509.51,11745.43,10127.47,7791.6,7110.76,7451.18,10486.75,10730.89,10608.82,8994.19,9621.06,9307.625,Hs.68879,Bonemorphogeneticprotein4
GRID-   3-R9C1,8773.51,8930.13,8851.82,9035.8,6586.95,7811.375,8991.31,8943.67,8967.49,8142.54,8735.93,8439.235,Hs.169300,"Transforminggrowthfactor,beta2"
GRID-   3-R9C2,9802.05,12072.76,10937.405,9243.26,8114.49,8678.875,10456.87,9488.52,9972.695,9918.82,10449.25,10184.035,Hs.50727,"N-acetylglucosaminidase,alpha-(SanfilippodiseaseIIIB"
GRID-   3-R9C3,8904.61,9857.12,9380.865,8128.72,8581.42,8355.07,9057.08,8510.36,8783.72,8014.43,9135.59,8575.01,Hs.26988,"putativeEPH-relatedPTKreceptorligandLERK-8(Eplg8)mRNA,completecds"
GRID-   3-R9C4,9649.1,11207.67,10428.385,8933.51,9987.48,9460.495,10899.78,11833.78,11366.78,10258.79,8982.64,9620.715,Hs.166684,"Ste20-likekinase(MST2)mRNA,completecds"
GRID-   3-R9C5,21699.94,26400.46,24050.2,19928.97,19238.17,19583.57,22201.74,21684.51,21943.125,21014.13,21950.35,21482.24,Hs.274313,Insulin-likegrowthfactorbindingprotein6
GRID-   3-R9C6,9277.8,13147.74,11212.77,10964.85,7474.47,9219.66,12047.83,9254.59,10651.21,10202.71,10401.29,10302,Hs.75355,"epidermoidcarcinomaubiquitin-conjugatingenzymeE2similartoDrosophilabendlessgeneproduct,completecds"
GRID-   3-R9C7,10212.09,12133.21,11172.65,9521.75,8790.02,9155.885,12511.18,10336.05,11423.615,10998.64,11286.25,11142.445,Hs.93649,"USF2a&USF2b,cloneP9DH"
GRID-   3-R9C8,8703.93,11580.26,10142.095,8330.11,6858.67,7594.39,11529.91,9896.53,10713.22,12356,9742.61,11049.305,Hs.75360,CarboxypeptidaseE
GRID-   3-R9C9,10431.63,14035.73,12233.68,9393.7,7217.4,8305.55,10996.69,10340.53,10668.61,10203.17,10120.45,10161.81,Hs.22138,"putativecerebralcortextranscriptionalregulatorT-Brain-1(Tbr-1)mRNA,completecds"
GRID-   3-R9C10,11315.57,13162.75,12239.16,9946,7285.59,8615.795,11390.2,10647.46,11018.83,10740.87,10574.43,10657.65,Hs.227789,"MAPKAPkinase(3pK)mRNA,completecds"
GRID-   3-R9C11,12700.63,13457.46,13079.045,8665.32,7272.9,7969.11,14073.91,11511.94,12792.925,10333.76,11374.32,10854.04,Hs.30724,"basictranscriptionfactor2,34kDsubunit"
